SEKVENS;KODE;NIVEAU;TITEL;GENERELLE_NOTER;INKLUDERER;INKLUDERER_OGSÅ;EKSKLUDERER;PARAGRAF;MÅLEENHED
541;"26.2";3;Fremstilling af computere og ydre enheder;"Denne gruppe omfatter fremstilling og/eller samling af elektroniske computere som fx mainframe-computere, stationære computere, bærbare computere og computerservere samt ydre enheder som fx lagringsmedier og indgangs- og udgangsenheder (printere, skærme og tastaturer). Computere kan være analoge, digitale eller hybride. Digitale computere, som er den mest almindelige type, er enheder, der gør alle følgende ting:
(1) gemmer behandlingsprogrammet eller -programmerne og de data, der umiddelbart er nødvendige til aktivering af programmet;
(2) kan frit programmeres i henhold til brugerens krav;
(3) udfører aritmetiske beregninger angivet af brugeren og
(4) udfører et behandlingsprogram uden menneskelig indgriben, der kræver, at computeren ændrer afviklingen ved logisk bestemmelse under behandlingskørslen.
Analoge computere kan simulere matematiske modeller og indeholder som minimum analoge kontrol- og programmeringselementer.";;;;;
542;"26.20";4;Fremstilling af computere og ydre enheder;;;;;;
543;"262000";5;Fremstilling af computere og ydre enheder;Branchen omfatter fremstilling af computere (stationære, bærbare, tablets etc) og computerudstyr, fx printere, harddiske, skærme, mus og projektorer. Dedikerede computerterminaler, fx pengeautomater eller kasseterminaler, er også omfattet. Fremstilling af modemmer og grænsefladekort henvises til 26.12.00. Fremstilling af routere, switches og lign. henvises til 26.30.00;"- Fremstilling af stationære computere
- Fremstilling af bærbare computere
- Fremstilling af mainframe-computere
- Fremstilling af håndholdte computere (fx PDA)
- Fremstilling af magnetiske harddiske, flash drives og andre lagringsmedier
- Fremstilling af optiske (fx CD-RW, CD-ROM, DVD-ROM, DVD-RW) harddiske
- Fremstilling af printere
- Fremstilling af skærme
- Fremstilling af tastaturer
- Fremstilling af alle typer mus, joystick og trackball-tilbehør
- Fremstilling af dedikerede computerterminaler
- Fremstilling af computerservere
- Fremstilling af scannere, herunder stregkodescannere
- Fremstilling af smartcard-læsere
- Fremstilling af virtual reality-hjelme
- Fremstilling af computerprojektorer (videostråleapparater)";"- Fremstilling af computerterminaler som fx pengeautomater, kasseterminaler (POS-terminaler), der ikke er mekanisk drevet
- Fremstilling af kontorudstyr med flere funktioner, som udfører to eller flere af følgende funktioner: udskrivning, scanning, kopiering og fax";"- Reproduktion af indspillede medier (computermedier, lyd, video osv.), jf.<ref>18.20.00</ref>
- Fremstilling af elektroniske komponenter og elektronik, der bruges i computere og ydre enheder, jf.<ref>26.1</ref>
- Fremstilling af interne/eksterne computermodemmer, jf.<ref>26.12.00</ref>
- Fremstilling af grænsefladekort, moduler og samlinger, jf.<ref>26.12.00</ref>
- Fremstilling af printplader med monterede komponenter, jf.<ref>26.12.00</ref>
- Fremstilling af modemmer, bæreudstyr, jf.<ref>26.30.00</ref>
- Fremstilling af digitale kommunikations-switches, datakommunikationsudstyr (fx broer, routere, gateways), jf.<ref>26.30.00</ref>
- Fremstilling af elektronikudstyr til husholdninger som fx cd-afspillere og dvd-afspillere, jf.<ref>26.40.00</ref>
- Fremstilling af tv-skærme og tv-displays, jf.<ref>26.40.00</ref>
- Fremstilling af videospilkonsoller, jf.<ref>26.40.00</ref>
- Fremstilling af tomme optiske og magnetiske medier til anvendelse med computere eller andre enheder, jf.<ref>26.80.00</ref>";;
544;"26.3";3;Fremstilling af kommunikationsudstyr;Denne gruppe omfatter fremstilling af telefon- og datakommunikationsudstyr, som bruges til at bevæge signaler elektronisk via ledninger eller gennem luften som fx radio- og fjernsynsudsendelser og trådløst kommunikationsudstyr.;;;;;
545;"26.30";4;Fremstilling af kommunikationsudstyr;;;;;;
546;"263000";5;Fremstilling af kommunikationsudstyr;Branchen omfatter fremstilling af udstyr til telefoni, netværk, radio eller tv udsendelse (eller modtagelse) og anden kommunikation. Fx fremstilling af telefoner, routere, gateways, antenner, radio og tv udsendelsesudstyr, alarmsystemer (med signal til kontrolstation) og personsøgere.;"- Fremstilling af udstyr til telefoncentraler
- Fremstilling af trådløse telefoner
- Fremstilling af udstyr til private telefoncentraler (PBX)
- Fremstilling af telefon- og faxudstyr, herunder telefonsvarere
- Fremstilling af datakommunikationsudstyr som fx broer, routere og gateways
- Fremstilling af sende- og modtageantenner
- Fremstilling af kabel-tv-udstyr
- Fremstilling af personsøgere
- Fremstilling af mobiltelefoner
- Fremstilling af mobilkommunikationsudstyr
- Fremstilling af radio- og tv-studie- og udsendelsesudstyr, herunder tv-kameraer
- Fremstilling af modemmer, bæreudstyr
- Fremstilling af tyveri- og brandalarmsystemer, der sender signaler til en kontrolstation
- Fremstilling af radio- og tv-sendere
- Fremstilling af kommunikationsudstyr, der bruger infrarødt signal (fx fjernbetjeningskontroller)
- Fremstilling af dørtelefoner";;"- Fremstilling af elektroniske komponenter og delkomponenter, der bruges i kommunikationsudstyr, herunder interne computermodemmer, jf.<ref>26.12.00</ref>
- Fremstilling af printplader med monterede komponenter, jf.<ref>26.12.00</ref>
- Fremstilling af computere og ydre enheder til computere, jf.<ref>26.20.00</ref>
- Fremstilling af lyd- og videoudstyr til husholdninger, jf.<ref>26.40.00</ref>
- Fremstilling af GPS-udstyr, jf.<ref>26.51.00</ref>
- Fremstilling af elektroniske pointtavler, jf.<ref>27.90.00</ref>
- Fremstilling af lyssignaler, jf.<ref>27.90.00</ref>";;
547;"26.4";3;Fremstilling af elektronik til husholdninger;Denne gruppe omfatter fremstilling af elektronisk lyd- og videoudstyr til hjemmeunderholdning og motorkøretøjer samt højttaleranlæg og forstærkeranlæg til musikinstrumenter.;;;;;
548;"26.40";4;Fremstilling af elektronik til husholdninger;;;;;;
549;"264000";5;Fremstilling af elektronik til husholdninger;Branchen omfatter fremstilling af elektroniske apparater og udstyr, der især er til private forbrugere. Fx fjernsyn, dvd-afspillere, harddiskoptagere, musikanlæg, spillekonsoller og bilradioer. Branchen omfatter ikke fremstilling af computere (26.20.00), mobiltelefoner (26.30.00) eller digitalkameraer (26.70.00);"- Fremstilling af videobåndoptagere og kopiudstyr
- Fremstilling af tv-apparater
- Fremstilling af tv-skærme og tv-displays
- Fremstilling af lydoptagere og kopisystemer
- Fremstilling af stereoudstyr
- Fremstilling af radiomodtagere
- Fremstilling af højttalersystemer
- Fremstilling af videokameraer af husholdningstypen
- Fremstilling af jukeboxes
- Fremstilling af forstærkere til musikinstrumenter og højttaleranlæg
- Fremstilling af mikrofoner
- Fremstilling af cd- og dvd-afspillere
- Fremstilling af karaoke-maskiner
- Fremstilling af hovedtelefoner (fx radio, stereo, computer)
- Fremstilling af videospilkonsoller
- Fremstilling af autoradioer
- Fremstilling af båndoptagere";;"- Gengivelse af optagede medier (computermedier, lyd, video osv.), jf.<ref>18.20.00</ref>
- Fremstilling af ydre enheder og computerskærme, jf.<ref>26.20.00</ref>
- Fremstilling af telefonsvarere, jf.<ref>26.30.00</ref>
- Fremstilling af udstyr til personsøgere, jf.<ref>26.30.00</ref>
- Fremstilling af fjernbetjeningsenheder (radio og infrarød), jf.<ref>26.30.00</ref>
- Fremstilling af studiesendeudstyr som fx gengivelsesudstyr, sende- og modtageantenner samt kommercielle videokameraer, jf.<ref>26.30.00</ref>
- Fremstilling af elektroniske spil med fast (ikke-udskiftelig) software, jf.<ref>32.40.00</ref>";;
550;"26.5";3;"Fremstilling af udstyr til måling, afprøvning, navigation og kontrol; ure";Denne gruppe omfatter fremstilling af måle-, afprøvnings-, navigations- og kontroludstyr til diverse industrielle og ikke-industrielle formål, herunder tidsbaserede måleenheder som fx ure o.l.;;;;;
551;"26.51";4;Fremstilling af udstyr til måling, afprøvning, navigation og kontrol;"Denne undergruppe omfatter fremstilling af søge-, detekterings-, navigations-, styrings-, luftfarts- og skibssystemer og -udstyr; automatiske styringsanordninger og regulatorer til anvendelser som fx opvarmning, aircondition, afkøling og apparater, instrumenter og enheder til måling, visning, indikation, registrering, transmittering og kontrol af temperatur, luftfugtighed, tryk, vakuum, forbrænding, gennemstrømning, niveau, viskositet, densitet, surhed, koncentration og rotation; opsummerende (dvs. registrerende) væskemålere og tælleenheder; instrumenter til måling og afprøvning af karakteristikaene ved elektricitet og elektriske signaler; instrumenter og instrumentsystemer til laboratorieanalyse af den kemiske og fysiske sammensætning eller koncentration af prøver af fast, flydende eller gasformigt materiale eller kompositmateriale; andre målings- og testinstrumenter og dele deraf. Fremstilling af ikke-elektriske måle-, afprøvnings- og navigationsudstyr (undtagen enkle mekaniske værktøjer) er omfattet af denne undergruppe.";;;;;
552;"265100";5;Fremstilling af udstyr til måling, afprøvning, navigation og kontrol;Branchen omfatter fremstilling af udstyr, der bruges til måling, afprøvning, kontrol, søgning eller navigation. Fremstilling af vægte (bortset fra laboratorievægte) henvises til 28.29.00;;;"- Fremstilling af telefonsvarere, jf.<ref>26.30.00</ref>
- Fremstilling af udstyr til medicinsk testning og bestrålingsudstyr, jf.<ref>26.60.90</ref>
- Fremstilling af udstyr til optisk placering, jf.<ref>26.70.00</ref>
- Fremstilling af diktermaskiner, jf.<ref>28.23.00</ref>
- Fremstilling af vejeenheder (bortset fra laboratorievægte), nivelleringsinstrumenter, målebånd mv., jf.<ref>28.29.00</ref>
- Installation af industrielt proces kontroludstyr, jf.<ref>33.20.00</ref>
- Fremstilling af enkle mekaniske måleværktøjer (fx målebånd, målelærer), jf. fremstillingsgruppe i henhold til det primære anvendte materiale";;
553;"26.52";4;Fremstilling af ure;Denne undergruppe omfatter fremstilling af ure og timermekanismer og dele heraf.;;;;;
554;"265200";5;Fremstilling af ure;Branchen omfatter fremstilling af ure og apparater med indbygget ur, fx parkometre og tidsafbrydere, samt urkasser, urværk og dele til ure. Fremstilling af urremme henvises til 15.12.00 (ikke af metal), 32.12.00 (af ædelmetal) eller 32.13.00 (af uædelt metal).;"- Fremstilling af ure af enhver art, herunder ure i instrumentbrætter
- Fremstilling af urkasser, herunder kasser af ædelmetaller
- Fremstilling af apparater til tidskontrol og tidsmåling og på anden vis visning af tidsintervaller med et urværk eller en synkron motor som fx:
- Parkometre
- Tidsafbrydere
- Tids-/datostempler
- Minutalarmure
- Fremstilling af kontakture og andre udgaver med et urværk eller en synkron motor:
- Tidslåse
- Fremstilling af komponenter til ure:
- Urværk til ure af enhver art
- Fjedre, sten, skiver, visere, plader, broer og andre dele
- Urkasser og -kabinetter af alle materialer";;"- Fremstilling af urremme af ikke-metal (tekstil, læder, plast), jf.<ref>15.12.00</ref>
- Fremstilling af urremme af ædelmetal, jf.<ref>32.12.00</ref>
- Fremstilling af urremme af uædelt metal, jf.<ref>32.13.00</ref>";;
555;"26.6";3;Fremstilling af bestrålingsudstyr og elektromedicinsk og elektroterapeutisk udstyr;;;;;;
556;"26.60";4;Fremstilling af bestrålingsudstyr og elektromedicinsk og elektroterapeutisk udstyr;Denne undergruppe omfatter fremstilling af elektromedicinsk og elektroterapeutisk udstyr som fx MRI-udstyr, medicinsk ultralydsudstyr, elektrokardiografer og elektromedicinsk endoskopiudstyr og fremstilling af bestrålingsapparater og -rør til fx medicinsk diagnosticeringsevaluering, medicinsk terapeutisk evaluering, industriel evaluering, forskningsevaluering og videnskabelig evaluering. Bestråling kan tage form af beta-, gamma- og røntgenstråler og anden ionisk stråling.;;;;;
557;"266010";5;Fremstilling af høreapparater og dele hertil;Branchen omfatter fremstilling af høreapparater og dele til høreapparater.;- Fremstilling af høreapparater og dele hertil;;;;
558;"266090";5;Fremstilling af bestrålingsudstyr og elektromedicinsk og elektroterapeutisk udstyr;Branchen omfatter fremstilling af fx røntgenudstyr, CT-scannere, dialyseudstyr, elektrokardiografer, ultralydsscannere, medicinsk laserudstyr samt mad- og mælkebestrålingsudstyr. Fremstilling af solarier henvises til 28.99.00;"- Fremstilling af bestrålingsapparater og -rør (fx industrielle, diagnostiske, terapeutiske, forskningsmæssige og videnskabelige)
- Fremstilling af røntgenudstyr
- Fremstilling af CT-scannere
- Fremstilling af PET-scannere
- Fremstilling af MRI-udstyr
- Fremstilling af dialyseudstyr
- Fremstilling af medicinsk ultralydsudstyr
- Fremstilling af elektrokardiografer
- Fremstilling af medicinsk laserudstyr
- Fremstilling af medicinsk endoskopiudstyr
- Fremstilling af mad og mælke bestrålingsudstyr";;- Fremstilling af solarier, jf.<ref>28.99.00</ref>;;
559;"26.7";3;Fremstilling af optiske instrumenter og fotografisk udstyr;;;;;;
560;"26.70";4;Fremstilling af optiske instrumenter og fotografisk udstyr;"Denne undergruppe omfatter fremstilling af optiske instrumenter og linser som fx kikkerter, mikroskoper (undtagen elektron, proton), teleskoper og linser (undtagen oftalmiske); coating eller klar-linser (undtagen oftalmiske); indfatningslinser (undtagen oftalmiske) og fremstilling af fotografisk udstyr som fx kameraer og lysmålere.";;;;;
561;"267000";5;Fremstilling af optiske instrumenter og fotografisk udstyr;Branchen omfatter fremstilling af b.la. optiske spejle, mikroskoper, optiske måleinstrumenter, digitalkameraer og filmkameraer mv, men ikke videokameraer, som henvises til enten 26.30.00 (til kommerciel brug) eller 26.40.00 (til privat brug).;"- Fremstilling af optiske spejle
- Fremstilling af optisk kanonsigteudstyr
- Fremstilling af optisk placeringsudstyr
- Fremstilling af optiske forstørrelsesinstrumenter
- Fremstilling af optiske præcisionsværktøjer til maskinarbejdere
- Fremstilling af optiske komparatorer
- Fremstilling af kameraer (film- og digitalkameraer)
- Fremstilling af filmprojektorer og lysbilledapparater
- Fremstilling af overheadprojektorer
- Fremstilling af optiske målings- og kontrolenheder og -instrumenter (fx brandstyringsudstyr, fotografiske lysmålere, afstandsmålere)
- Fremstilling af linser, optiske mikroskoper, kikkerter og teleskoper
- Fremstilling af lasersamlinger
- Fremstilling af farvefiltre";;"- Fremstilling af computerprojektorer, jf.<ref>26.20.00</ref>
- Fremstilling af kommercielle tv- og videokameraer, jf.<ref>26.30.00</ref>
- Fremstilling af videokameraer af husholdningstypen, jf.<ref>26.40.00</ref>
- Fremstilling af komplet udstyr, der bruger laserkomponenter, jf. fremstillingsgruppe efter maskintype (fx medicinsk laserudstyr, jf.<ref>26.60.90</ref>)- Fremstilling af fotokopieringsmaskiner, jf.<ref>28.23.00</ref>
- Fremstilling af oftalmiske artikler, jf.<ref>32.50.00</ref>";;
562;"26.8";3;Fremstilling af magnetiske og optiske media;;;;;;
563;"26.80";4;Fremstilling af magnetiske og optiske media;;;;;;
564;"268000";5;Fremstilling af magnetiske og optiske media;Branchen omfatter fremstilling af tomme (uindspillede) magnetiske og optiske media, herunder cd'er, dvd'er og andre optiske diske. Reproduktion af indspillede medier henvises til 18.20.00;- Fremstilling af magnetiske og optiske optagemedier som fx tomme magnetiske lyd- og videobånd og -kassetter, dvd'er, tomme disketter, tomme optiske diske og harddiskmedier;;- Gengivelse af optagede media (computermedier, lyd, video osv.), jf.<ref>18.2</ref>;;
565;"27";2;Fremstilling af elektrisk udstyr;Denne hovedgruppe omfatter fremstilling af produkter, der genererer, distribuerer og bruger elektrisk strøm. Desuden er elektrisk belysning, signaludstyr og elektriske husholdningsapparater omfattet. Hovedgruppen omfatter ikke fremstilling af elektroniske produkter (jf. hovedgruppe <ref>26</ref>).;;;;;
566;"27.1";3;Fremstilling af elektriske motorer, generatorer, transformere og elektriske fordelings- og kontroltavler;"Denne gruppe omfatter fremstilling af strøm, fordelings- og specialstranformere; elektriske motorer, generatorer og motorgeneratorer.";;;;;
567;"27.11";4;Fremstilling af elektriske motorer, generatorer og transformere;;Denne undergruppe omfatter fremstilling af alle elektriske motorer og transformere: AC, DC og AC/DC.;;;;
568;"271100";5;Fremstilling af elektriske motorer, generatorer og transformere;Branchen omfatter fremstilling af alle elektriske motorer, generatorer og transformerer, men ikke startmotorer til forbrændingsmotorer (29.31.00).;"- Fremstilling af elektriske motorer (undtagen startmotorer med indbygget forbrændingsmotor)
- Fremstilling af distributionstransformere, elektriske
- Fremstilling af buesvejsningstransformere
- Fremstilling af fluorescerende forkoblingsenheder (dvs. transformere)
- Fremstilling af transformatorstationer til elektrisk strømfordeling
- Fremstilling af spændingsregulatorer til transport og distribution
- Fremstilling af strømgeneratorer (undtagen ladekontrol til forbrændingsmotorer)
- Fremstilling af motorgeneratorer (undtagen turbinegeneratorenheder)";;"- Fremstilling af elektroniske komponenttransformere og -kontakter, jf.<ref>26.12.00</ref>
- Fremstilling af elektrosvejsnings- og loddeudstyr, jf.<ref>27.90.00</ref>
- Fremstilling af vekselrettere, ensrettere og omformere i fast tilstand, jf.<ref>27.90.00</ref>
- Fremstilling af turbinegeneratorer, jf.<ref>28.11.90</ref>
- Fremstilling af startmotorer og generatorer til forbrændingsmotorer, jf.<ref>29.31.00</ref>";;
569;"27.12";4;Fremstilling af elektriske fordelings- og kontrolapparater;;;;;;
570;"271200";5;Fremstilling af elektriske fordelings- og kontrolapparater;Branchen omfatter fremstilling af bl.a. strømsikringer, elektriske relæer, elektriske strømafbrydere og drivmaskinegeneratorer.;"- Fremstilling af strømsikringer
- Fremstilling af kontrolpaneler til elektrisk strømfordeling
- Fremstilling af elektriske relæer
- Fremstilling af kanaler til elektriske strømfordelingstavleapparater
- Genbevikling af rotorer på fabriksbasis
- Fremstilling af el-sikringer
- Fremstilling af strømkoblingsudstyr
- Fremstilling af elektriske strømafbrydere (undtagen trykknapafbrydere, afbrydere med fjederindkobling, solenoidafbrydere og tilholderafbrydere)
- Fremstilling af drivmaskinegeneratorer";;"- Fremstilling af klimastyringssystemer og industrielle proceskontrolinstrumenter, jf.<ref>26.51.00</ref>
- Fremstilling af kontakter til elektriske kredsløb som fx trykknapkontakter og afbrydere med fjederindkobling, jf.<ref>27.33.00</ref>";;
571;"27.2";3;Fremstilling af batterier og akkumulatorer;;;;;;
572;"27.20";4;Fremstilling af batterier og akkumulatorer;Denne undergruppe omfatter fremstilling af ikke-genopladelige og genopladelige batterier.;;;;;
573;"272000";5;Fremstilling af batterier og akkumulatorer;Branchen omfatter fremstilling af alle slags batterier og elektriske akkumulatorer.;"- Fremstilling af primærelementer og primærbatterier:
- Elementer, der indeholder mangandioxid, kviksølvdioxid, sølvoxid mv.
- Fremstilling af elektriske akkumulatorer, herunder dele heraf:
- Separatorer, beholdere, covers
- Fremstilling af blybatterier
- Fremstilling af NiCad-batterier
- Fremstilling af NiMH-batterier
- Fremstilling af lithiumbatterier
- Fremstilling af tørbatterier
- Fremstilling af vådbatterier";;;;
574;"27.3";3;Fremstilling af ledninger og kabler og tilbehør hertil;Denne gruppe omfatter fremstilling af strømførende ledninger og kabler og ikke-strømførende ledninger og kabler til installation af elektriske kredsløb uanset materiale. Gruppen omfatter også isolering af ledninger og fremstilling af lyslederkabler.;;;;;
575;"27.31";4;Fremstilling af lyslederkabler;;;;;;
576;"273100";5;Fremstilling af lyslederkabler;Branchen omfatter fremstilling af lyslederkabler til datatransmission eller direkte transmission af billeder.;- Fremstilling af lyslederkabler til datatransmission eller direkte transmission af billeder;;"- Fremstilling af glasfibre eller tråd, jf.<ref>23.14.00</ref>
- Fremstilling af lyslederkabelsæt eller samlinger med konnektorer eller andre tilkoblinger, jf. afhængigt af anvendelse, fx<ref>26.11.00</ref>";;
577;"27.32";4;Fremstilling af andre elektroniske og elektriske ledninger og kabler;;;;;;
578;"273200";5;Fremstilling af andre elektroniske og elektriske ledninger og kabler;Branchen omfatter fremstilling af isolerede ledninger og kabler af stål, kobber eller aluminium. Lyslederkabler henvises til 27.31.00, computerkabler henvises til 26.11.00;- Fremstilling af isolerede ledninger og kabler, der er fremstillet af stål, kobber, aluminium;;"- Fremstilling (trækning) af ledninger, jf.<ref>24.34.00</ref>,<ref>24.41.00</ref>,<ref>24.42.00</ref>,<ref>24.43.00</ref>,<ref>24.44.00</ref>og<ref>24.45.00</ref>
- Fremstilling af computerkabler, printerkabler, USB-kabler og lignende kabler eller -samlinger, jf.<ref>26.11.00</ref>
- Fremstilling af sæt med elektriske ledninger og isolerede ledninger og konnektorer, jf.<ref>27.90.00</ref>
- Fremstilling af kabelsæt, ledningssæt og lignende kabelsæt eller -samlinger til bilanvendelser, jf.<ref>29.31.00</ref>";;
579;"27.33";4;Fremstilling af tilbehør til ledninger og kabler;Denne undergruppe omfatter fremstilling af strømførende og ikke-strømførende ledninger og kabler til elektriske kredsløb uanset materiale.;;;;;
580;"273300";5;Fremstilling af tilbehør til ledninger og kabler;Branchen omfatter fremstilling af tilbehør til elektriske ledninger. Både strømførende og ikke-strømførende tilbehør er omfattet. Elektroniske konnektorer og lign. henvises til 26.11.00, keramiske isolatorer til 23.43.00;"- Fremstilling af samleskinner og elektriske ledere (undtagen koblingsudstyrstype)
- Fremstilling af GFCI (jordfejlsafbrydere)
- Fremstilling af lampeholdere
- Fremstilling af lynledere og -ledningsruller
- Fremstilling af afbrydere til elektriske ledninger og kabler (fx trykafbrydere, trykknapafbrydere, afbrydere med fjederindkobling og tumblerafbrydere)
- Fremstilling af stikkontakter eller stikdåser
- Fremstilling af bokse til elektriske ledninger og kabler (fx forgreningsdåser, stikdåser og afbryderdåser)
- Fremstilling af elektriske ledningsrør og fittings
- Fremstilling af transmissionspoler og ledningsbeslag
- Fremstilling af ikke-strømførende ledningsenheder af plast, herunder forgreningsdåser, planskiver o.l., polledningsfittings og kontakthuse";;"- Fremstilling af keramiske isolatorer, jf.<ref>23.43.00</ref>
- Fremstilling af elektroniske komponentkonnektorer, -stikdåser og -kontakter, jf.<ref>26.11.00</ref>";;
581;"27.4";3;Fremstilling af elektriske belysningsartikler;;;;;;
582;"27.40";4;Fremstilling af elektriske belysningsartikler;"Denne undergruppe omfatter fremstilling af elektriske pærer og lysrør samt dele og komponenter (undtagen glasemner til elektriske pærer); elektriske belysningsarmaturer (undtagen trafikbelysningsarmaturer); ikke-elektrisk belysningsudstyr og komponenter til belysningsarmaturer (undtagen strømførende ledningsenheder).";;;;;
583;"274000";5;Fremstilling af elektriske belysningsartikler;Branchen omfatter fremstilling af alle slags pærer, lysstofrør, belysningsarmaturer og lamper samt fremstilling af gadebelysningsarmaturer, men ikke fremstilling af lyssignaler (27.90.00).;"- Fremstilling af udladnings-, gløde- og lysstof- samt ultraviolette- og infrarøde- lamper, armaturer, pærer mv.
- Fremstilling af belysningsarmaturer til lofter
- Fremstilling af lysekroner
- Fremstilling af bordlamper (dvs. belysningsarmaturer)
- Fremstilling af juletræsbelysning
- Fremstilling af elektriske brændeknuder
- Fremstilling af lommelygter
- Fremstilling af elektriske insektlamper
- Fremstilling af lanterner (fx carbidlanterner, elektriske lanterner, gaslanterner, benzinlanterner og petroleumslanterner)
- Fremstilling af spotlys
- Fremstilling af gadebelysningsarmaturer (undtagen lyssignaler)
- Fremstilling af belysningsudstyr til transportudstyr (fx til motorkøretøjer, luftfartøjer og både)";- Fremstilling af ikke-elektrisk belysningsudstyr;"- Fremstilling af glasvarer og glasdele til belysningsarmaturer, jf.<ref>23.19.00</ref>
- Fremstilling af strømførende ledningsenheder til belysningsarmaturer, jf.<ref>27.33.00</ref>
- Fremstilling af loftsventilatorer eller baderumsventilatorer med integrerede belysningsarmaturer, jf.<ref>27.51.00</ref>
- Fremstilling af elektrisk signaludstyr som fx lyssignaler og fodgængersignaler, jf.<ref>27.90.00</ref>
- Fremstilling af elektriske skilte, jf.<ref>27.90.00</ref>";;
584;"27.5";3;Fremstilling af husholdningsapparater;Denne gruppe omfatter fremstilling af små elektriske apparater og elektriske husholdningsartikler, ventilatorer, støvsugere, elektriske gulvplejemaskiner til husholdningsbrug, kogeapparater, vaskeudstyr, køleskabe, fryseskabe og kummefrysere samt andre elektriske og ikke-elektriske husholdningsapparater, som fx opvaskemaskiner, vandvarmere og skraldespande, alle til husholdningsbrug. Denne gruppe omfatter fremstilling af apparater, der fungerer vha. elektricitet, gas eller andre brændselsformer.;;;;;
585;"27.51";4;Fremstilling af elektriske husholdningsapparater;;;;;;
586;"275100";5;Fremstilling af elektriske husholdningsapparater;Branchen omfatter fremstilling af elektriske husholdningsapparater, fx køleskabe, støvsugere, mikrobølgeovne, kaffemaskiner og barbermaskiner. Symaskiner til husholdninger henvises til 28.94.00 og apparater, der hovedsagelig er til erhvervsbrug, henvises til brancherne, der starter med 28.;"- Fremstilling af elektriske husholdningsapparater:
- Køleskabe
- Frysere
- Opvaskemaskiner
- Vaskemaskiner og tørretumblere
- Støvsugere
- Gulvbonemaskiner
- Affaldskværne
- Hakkere, blendere, saftpressere
- Dåseåbnere
- Elektriske barbermaskiner, elektriske tandbørster og andre elektriske enheder til personlig pleje
- Knivskærpere
- Ventilatorer og emhætter
- Fremstilling af elektrotermiske husholdningsapparater:
- Elektriske varmeapparater
- El-radiatorer
- El-tæpper
- Elektriske tørreapparater, kamme, børster og curlere
- Elektriske strygejern
- Varmeapparater og husholdningsventilatorer, bærbare
- Elektriske ovne
- Mikrobølgeovne
- Komfurer, varmeplader
- Brødristere
- Kaffe- og temaskiner
- Stegepander, risteapparater, grillapparater, emhætter
- Varmelegemer mv.";;"- Fremstilling til erhvervsmæssig og industriel brug af køleskabe og frysere, aircondition til værelser, loftventilatorer, permanente varmeapparater, ventilation og udsugningsventilatorer, køkkenredskaber; udstyr til vaskerier, kemisk rensning og presning; støvsugere, jf. hovedgruppe<ref>28</ref>
- Fremstilling af symaskiner af husholdningstypen, jf.<ref>28.94.00</ref>
- Installation af centrale støvsugersystemer, jf.<ref>43.29.00</ref>";;
587;"27.52";4;Fremstilling af ikke-elektriske husholdningsapparater;;;;;;
588;"275200";5;Fremstilling af ikke-elektriske husholdningsapparater;Branchen omfatter fremstilling af ikke-elektriske husholdningsapparater, fx gaskomfurer og ikke-elektriske varmeapparater.;"- Fremstilling af ikke-elektriske kogeapparater og varmeapparater til husholdningsbrug:
- Ikke-elektriske varmeapparater, komfurer, kaminer, kakkelovne, vandvarmere, kogeapparater og tallerkenvarmere";;;;
589;"27.9";3;Fremstilling af andet elektrisk udstyr;;;;;;
590;"27.90";4;Fremstilling af andet elektrisk udstyr;Denne undergruppe omfatter fremstilling af forskelligt elektrisk udstyr bortset fra motorer, generatorer og transformere, batterier og akkumulatorer, ledninger og ledningsnetenheder, belysningsudstyr og husholdningsapparater.;;;;;
